"ENSG","cluster_membership","benign.mut","pathogenic.mut"
"ENSG00000116005",2,0,0
"ENSG00000116005",3,0,0
"ENSG00000116005",4,0,0
"ENSG00000116005",5,0,0
"ENSG00000116005",6,0,0
"ENSG00000116005",7,0,0
"ENSG00000116005",8,0,0
"ENSG00000116005",9,0,0
"ENSG00000116005",10,0,0
"ENSG00000116005",11,0,0
"ENSG00000116005",12,0,0
"ENSG00000116005",13,0,0
"ENSG00000116014",1,4,2
"ENSG00000116014",2,0,0
"ENSG00000116014",3,0,1
"ENSG00000116031",1,1,0
"ENSG00000116031",2,0,0
"ENSG00000116157",1,0,0
"ENSG00000116157",2,0,0
"ENSG00000116157",3,0,0
"ENSG00000116157",4,0,0
"ENSG00000116157",5,0,0
"ENSG00000116157",6,0,0
"ENSG00000116157",7,0,0
"ENSG00000116157",8,0,0
"ENSG00000116161",1,0,0
"ENSG00000116161",2,0,0
"ENSG00000116161",3,0,0
"ENSG00000116176",1,0,0
"ENSG00000116176",2,0,0
"ENSG00000116176",3,0,0
"ENSG00000116176",4,0,0
"ENSG00000116194",1,0,0
"ENSG00000116194",2,0,0
"ENSG00000116194",3,0,0
"ENSG00000116199",1,0,0
"ENSG00000116199",2,0,0
"ENSG00000116205",1,0,0
"ENSG00000116205",2,0,0
"ENSG00000116205",3,0,0
"ENSG00000116212",1,0,0
"ENSG00000116212",2,0,0
"ENSG00000116212",3,0,0
"ENSG00000116212",4,0,0
"ENSG00000116212",5,0,0
"ENSG00000116212",6,0,0
"ENSG00000116212",7,0,0
"ENSG00000116212",8,0,0
"ENSG00000116212",9,0,0
"ENSG00000116212",10,0,0
"ENSG00000116212",11,0,0
"ENSG00000116212",12,0,0
"ENSG00000116212",13,0,0
"ENSG00000116212",14,0,0
"ENSG00000116212",15,0,0
"ENSG00000116212",16,0,0
"ENSG00000116213",1,0,0
"ENSG00000116213",2,0,0
"ENSG00000116213",3,0,0
"ENSG00000116213",4,0,0
"ENSG00000116213",5,0,0
"ENSG00000116213",6,0,0
"ENSG00000116213",7,0,0
"ENSG00000116213",8,0,0
"ENSG00000116213",9,0,0
"ENSG00000116213",10,0,0
"ENSG00000116213",11,0,0
"ENSG00000116213",12,0,0
"ENSG00000116213",13,0,0
"ENSG00000116213",14,0,0
"ENSG00000116213",15,0,0
"ENSG00000116218",1,6,32
"ENSG00000116218",2,4,10
"ENSG00000116237",1,0,0
"ENSG00000116237",2,0,0
"ENSG00000116237",3,0,0
"ENSG00000116251",1,0,0
"ENSG00000116251",2,0,0
"ENSG00000116251",3,0,0
"ENSG00000116251",4,0,0
"ENSG00000116288",1,1,0
"ENSG00000116288",2,0,2
"ENSG00000116288",3,0,5
"ENSG00000116288",4,1,0
"ENSG00000116288",5,0,1
"ENSG00000116299",1,0,0
"ENSG00000116299",2,0,0
"ENSG00000116299",3,0,0
"ENSG00000116299",4,0,0
"ENSG00000116299",5,0,0
"ENSG00000116299",6,0,0
"ENSG00000116299",7,0,0
"ENSG00000116299",8,0,0
"ENSG00000116299",9,0,0
"ENSG00000116299",10,0,0
"ENSG00000116299",11,0,0
"ENSG00000116299",12,0,0
"ENSG00000116299",13,0,0
"ENSG00000116299",14,0,0
"ENSG00000116299",15,0,0
"ENSG00000116353",1,0,1
"ENSG00000116353",2,0,0
"ENSG00000116353",3,0,0
"ENSG00000116353",4,0,0
"ENSG00000116353",5,0,0
"ENSG00000116353",6,0,0
"ENSG00000116353",7,0,0
"ENSG00000116353",8,0,0
"ENSG00000116353",9,0,1
"ENSG00000116353",10,0,0
"ENSG00000116353",11,0,0
"ENSG00000116353",12,0,0
"ENSG00000116455",1,0,0
"ENSG00000116455",2,0,0
"ENSG00000116455",3,0,0
"ENSG00000116455",4,0,0
"ENSG00000116455",5,0,0
"ENSG00000116459",1,0,0
"ENSG00000116459",2,0,0
"ENSG00000116473",1,0,0
"ENSG00000116473",2,0,0
"ENSG00000116473",3,0,0
"ENSG00000116473",4,0,0
"ENSG00000116473",5,0,0
"ENSG00000116473",6,0,0
"ENSG00000116489",1,0,0
"ENSG00000116489",2,0,0
"ENSG00000116489",3,0,0
"ENSG00000116521",1,0,0
"ENSG00000116521",2,0,0
"ENSG00000116521",3,0,0
"ENSG00000116521",4,0,0
"ENSG00000116521",5,0,0
"ENSG00000116521",6,0,0
"ENSG00000116521",7,0,0
"ENSG00000116521",8,0,0
"ENSG00000116525",1,0,0
"ENSG00000116525",2,0,0
"ENSG00000116525",3,0,0
"ENSG00000116525",4,0,0
"ENSG00000116525",5,0,0
"ENSG00000116574",1,0,0
"ENSG00000116574",2,0,0
"ENSG00000116586",1,0,0
"ENSG00000116586",2,0,0
"ENSG00000116604",1,0,0
"ENSG00000116604",2,0,0
"ENSG00000116649",1,0,0
"ENSG00000116649",2,0,0
"ENSG00000116649",3,0,0
"ENSG00000116649",4,0,0
"ENSG00000116649",5,0,0
"ENSG00000116649",6,0,0
"ENSG00000116649",7,0,0
"ENSG00000116649",8,0,0
"ENSG00000116649",9,0,0
"ENSG00000116661",1,0,0
"ENSG00000116661",2,0,0
"ENSG00000116661",3,0,0
"ENSG00000116661",4,0,0
"ENSG00000116661",5,0,0
"ENSG00000116661",6,0,0
"ENSG00000116663",1,0,0
"ENSG00000116663",2,0,0
"ENSG00000116670",1,0,1
"ENSG00000116670",2,0,0
"ENSG00000116688",1,18,25
"ENSG00000116688",2,12,6
"ENSG00000116688",3,7,12
"ENSG00000116688",4,8,18
"ENSG00000116688",5,6,3
"ENSG00000116703",1,0,0
"ENSG00000116703",2,0,0
"ENSG00000116703",3,0,0
"ENSG00000116703",4,0,0
"ENSG00000116704",1,1,1
"ENSG00000116704",2,0,0
"ENSG00000116741",1,0,0
"ENSG00000116741",2,0,0
"ENSG00000116741",3,0,0
"ENSG00000116741",4,0,1
"ENSG00000116741",5,0,0
"ENSG00000116741",6,0,0
"ENSG00000116747",1,0,0
"ENSG00000116747",2,0,0
"ENSG00000116747",3,0,0
"ENSG00000116747",4,0,0
"ENSG00000116747",5,0,0
"ENSG00000116747",6,0,0
"ENSG00000116747",7,0,0
"ENSG00000116750",1,0,0
"ENSG00000116750",2,0,0
"ENSG00000116750",3,0,0
"ENSG00000116750",4,0,0
"ENSG00000116750",5,0,0
"ENSG00000116750",6,0,0
"ENSG00000116774",1,0,0
"ENSG00000116774",2,0,0
"ENSG00000116785",1,0,0
"ENSG00000116785",2,0,0
"ENSG00000116785",3,0,0
"ENSG00000116785",4,0,0
"ENSG00000116785",5,0,0
"ENSG00000116785",6,0,0
"ENSG00000116785",7,0,0
"ENSG00000116785",8,0,0
"ENSG00000116785",9,0,0
"ENSG00000116785",10,0,0
"ENSG00000116785",11,0,0
"ENSG00000116785",12,0,0
"ENSG00000116785",13,1,0
"ENSG00000116785",14,0,0
"ENSG00000116785",15,0,0
"ENSG00000116791",1,0,0
"ENSG00000116791",2,0,0
"ENSG00000116791",3,0,0
"ENSG00000116791",4,0,0
"ENSG00000116791",5,0,0
"ENSG00000116791",6,0,0
"ENSG00000116791",7,0,0
"ENSG00000116791",8,0,0
"ENSG00000116791",9,0,0
"ENSG00000116791",10,0,0
"ENSG00000116791",11,0,0
"ENSG00000116791",12,0,0
"ENSG00000116793",1,0,0
"ENSG00000116793",2,1,0
"ENSG00000116793",3,0,0
"ENSG00000116793",4,0,0
"ENSG00000116793",5,0,0
"ENSG00000116793",6,0,0
"ENSG00000116793",7,0,0
"ENSG00000116793",8,0,0
"ENSG00000116793",9,0,0
"ENSG00000116793",10,0,0
"ENSG00000116815",1,0,0
"ENSG00000116815",2,0,0
"ENSG00000116815",3,0,0
"ENSG00000116815",4,0,0
"ENSG00000116815",5,0,0
"ENSG00000116815",6,0,0
"ENSG00000116819",1,0,0
"ENSG00000116819",2,0,0
"ENSG00000116819",3,0,0
"ENSG00000116819",4,0,0
"ENSG00000116819",5,0,0
"ENSG00000116819",6,0,0
"ENSG00000116819",7,0,0
"ENSG00000116819",8,0,0
"ENSG00000116819",9,0,0
"ENSG00000116824",1,0,0
"ENSG00000116824",2,0,0
"ENSG00000116833",1,2,0
"ENSG00000116833",2,0,0
"ENSG00000116833",3,0,0
"ENSG00000116833",4,0,0
"ENSG00000116857",1,0,0
"ENSG00000116857",2,0,0
"ENSG00000116857",3,0,0
"ENSG00000116857",4,0,0
"ENSG00000116857",5,0,0
"ENSG00000116863",1,0,1
"ENSG00000116863",2,1,0
"ENSG00000116863",3,0,0
"ENSG00000116863",4,2,1
"ENSG00000116863",5,1,0
"ENSG00000116863",6,0,0
"ENSG00000116874",1,0,2
"ENSG00000116874",2,0,1
"ENSG00000116874",3,0,0
"ENSG00000116874",4,0,3
"ENSG00000116882",1,0,0
"ENSG00000116882",2,0,0
"ENSG00000116882",3,0,0
"ENSG00000116882",4,0,0
"ENSG00000116882",5,0,0
"ENSG00000116882",6,0,0
"ENSG00000116885",1,0,0
"ENSG00000116885",2,0,0
"ENSG00000116885",3,0,0
"ENSG00000116885",4,0,0
"ENSG00000116885",5,0,0
"ENSG00000116885",6,0,0
"ENSG00000116885",7,0,0
"ENSG00000116906",1,4,4
"ENSG00000116906",2,1,0
"ENSG00000116906",3,3,0
"ENSG00000116906",4,1,0
"ENSG00000116906",5,0,0
"ENSG00000116906",6,0,0
"ENSG00000116906",7,0,3
"ENSG00000116906",8,1,0
"ENSG00000116922",1,0,0
"ENSG00000116922",2,0,0
"ENSG00000116922",3,0,0
"ENSG00000116954",1,0,0
"ENSG00000116954",2,0,0
"ENSG00000116954",3,0,0
"ENSG00000116954",4,0,0
"ENSG00000116954",5,0,0
"ENSG00000116954",6,0,0
"ENSG00000116977",1,0,0
"ENSG00000116977",2,0,0
"ENSG00000116977",3,0,0
"ENSG00000116977",4,0,0
"ENSG00000116977",5,0,0
"ENSG00000116981",1,0,0
"ENSG00000116981",2,0,0
"ENSG00000116981",3,0,0
"ENSG00000116981",4,0,0
"ENSG00000116981",5,0,0
"ENSG00000116981",6,0,0
"ENSG00000116981",7,0,0
"ENSG00000116983",1,0,0
"ENSG00000116983",2,0,0
"ENSG00000116983",3,0,0
"ENSG00000116990",1,0,0
"ENSG00000116990",2,0,0
"ENSG00000116990",3,0,0
"ENSG00000116990",4,0,0
"ENSG00000116990",5,0,0
"ENSG00000116990",6,0,0
"ENSG00000117009",1,0,0
"ENSG00000117009",2,0,0
"ENSG00000117009",3,0,0
"ENSG00000117009",4,0,0
"ENSG00000117009",5,0,0
"ENSG00000117009",6,0,0
"ENSG00000117009",7,0,0
"ENSG00000117009",8,0,0
"ENSG00000117009",9,0,0
"ENSG00000117009",10,0,0
"ENSG00000117009",11,0,0
"ENSG00000117016",1,0,0
"ENSG00000117016",2,0,0
"ENSG00000117016",3,0,0
"ENSG00000117016",4,0,0
"ENSG00000117016",5,0,0
"ENSG00000117016",6,0,0
"ENSG00000117016",7,0,0
"ENSG00000117054",1,6,18
"ENSG00000117054",2,1,22
"ENSG00000117054",3,3,8
"ENSG00000117054",4,1,11
"ENSG00000117054",5,4,9
"ENSG00000117054",6,2,6
"ENSG00000117054",7,2,0
"ENSG00000117054",8,4,2
"ENSG00000117090",1,0,0
"ENSG00000117090",2,0,0
"ENSG00000117090",3,0,0
"ENSG00000117090",4,0,0
"ENSG00000117090",5,0,0
"ENSG00000117090",6,0,0
"ENSG00000117090",7,0,0
"ENSG00000117090",8,0,0
"ENSG00000117090",9,0,0
"ENSG00000117091",1,0,0
"ENSG00000117091",2,0,0
"ENSG00000117091",3,0,0
"ENSG00000117091",4,0,0
"ENSG00000117115",1,0,0
"ENSG00000117115",2,0,0
"ENSG00000117115",3,0,0
"ENSG00000117115",4,0,0
"ENSG00000117115",5,0,0
"ENSG00000117115",6,0,0
"ENSG00000117115",7,0,0
"ENSG00000117118",1,14,50
"ENSG00000117118",2,18,32
"ENSG00000117118",3,4,18
"ENSG00000117118",4,10,14
"ENSG00000117133",1,0,0
"ENSG00000117133",2,0,0
"ENSG00000117133",3,0,0
"ENSG00000117133",4,0,0
"ENSG00000117133",5,0,0
"ENSG00000117133",6,0,0
"ENSG00000117133",7,0,0
"ENSG00000117148",1,0,0
"ENSG00000117148",2,0,0
"ENSG00000117148",3,0,0
"ENSG00000117148",4,0,0
"ENSG00000117148",5,0,0
"ENSG00000117148",6,0,0
"ENSG00000117148",7,0,0
"ENSG00000117148",8,0,0
"ENSG00000117148",9,0,0
"ENSG00000117148",10,0,0
"ENSG00000117148",11,0,0
"ENSG00000117148",12,0,0
"ENSG00000117148",13,0,0
"ENSG00000117151",1,0,0
"ENSG00000117151",2,0,0
"ENSG00000117151",3,0,0
"ENSG00000117151",4,0,0
"ENSG00000117151",5,0,0
"ENSG00000117215",1,0,0
"ENSG00000117215",2,0,0
"ENSG00000117215",3,0,0
"ENSG00000117215",4,0,0
"ENSG00000117215",5,0,0
"ENSG00000117215",6,0,0
"ENSG00000117215",7,0,0
"ENSG00000117215",8,0,0
"ENSG00000117226",1,0,0
"ENSG00000117226",2,0,0
"ENSG00000117226",3,0,0
"ENSG00000117226",4,0,0
"ENSG00000117226",5,0,0
"ENSG00000117262",1,0,0
"ENSG00000117262",2,0,0
"ENSG00000117262",3,0,0
"ENSG00000117262",4,0,0
"ENSG00000117262",5,0,0
"ENSG00000117262",6,0,0
"ENSG00000117262",7,0,0
"ENSG00000117262",8,0,0
"ENSG00000117280",1,0,0
"ENSG00000117280",2,0,0
"ENSG00000117281",1,0,0
"ENSG00000117281",2,0,0
"ENSG00000117281",3,0,0
"ENSG00000117281",4,0,0
"ENSG00000117305",1,2,5
"ENSG00000117305",2,2,2
"ENSG00000117305",3,2,1
"ENSG00000117305",4,1,1
"ENSG00000117305",5,3,2
"ENSG00000117305",6,1,1
"ENSG00000117305",7,0,0
"ENSG00000117308",1,4,9
"ENSG00000117308",2,1,0
"ENSG00000117318",1,0,0
"ENSG00000117318",2,0,0
"ENSG00000117318",3,0,0
"ENSG00000117318",4,0,0
"ENSG00000117335",1,0,2
"ENSG00000117335",2,0,0
"ENSG00000117335",3,1,2
"ENSG00000117335",4,0,1
"ENSG00000117335",5,0,0
"ENSG00000117335",6,0,0
"ENSG00000117335",7,0,0
"ENSG00000117335",8,0,0
"ENSG00000117335",9,0,0
"ENSG00000117335",10,0,0
"ENSG00000117360",1,1,3
"ENSG00000117360",2,0,0
"ENSG00000117360",3,1,0
"ENSG00000117360",4,0,0
"ENSG00000117362",1,0,0
"ENSG00000117362",2,0,0
"ENSG00000117362",3,0,0
"ENSG00000117362",4,0,0
"ENSG00000117395",1,0,0
"ENSG00000117395",2,0,0
"ENSG00000117395",3,0,0
"ENSG00000117395",4,0,0
"ENSG00000117399",1,0,0
"ENSG00000117399",2,0,0
"ENSG00000117411",1,0,0
"ENSG00000117411",2,0,0
"ENSG00000117411",3,0,0
"ENSG00000117448",1,0,0
"ENSG00000117448",2,0,0
"ENSG00000117448",3,0,0
"ENSG00000117448",4,0,0
"ENSG00000117448",5,0,0
"ENSG00000117448",6,0,0
"ENSG00000117448",7,0,0
"ENSG00000117448",8,0,0
"ENSG00000117450",1,0,0
"ENSG00000117450",2,0,0
"ENSG00000117472",1,0,0
"ENSG00000117472",2,0,0
"ENSG00000117479",1,2,6
"ENSG00000117479",2,5,3
"ENSG00000117479",3,1,1
"ENSG00000117480",1,0,0
"ENSG00000117480",2,0,0
"ENSG00000117480",3,0,0
"ENSG00000117480",4,0,0
"ENSG00000117480",5,1,0
"ENSG00000117480",6,0,0
"ENSG00000117480",7,0,0
"ENSG00000117480",8,0,0
"ENSG00000117480",9,0,0
"ENSG00000117480",10,0,0
"ENSG00000117480",11,0,0
"ENSG00000117480",12,0,0
"ENSG00000117481",1,0,0
"ENSG00000117481",2,0,0
"ENSG00000117481",3,0,0
"ENSG00000117481",4,0,0
"ENSG00000117481",5,0,0
"ENSG00000117500",1,0,0
"ENSG00000117500",2,0,0
"ENSG00000117500",3,0,0
"ENSG00000117500",4,0,0
"ENSG00000117500",5,0,0
"ENSG00000117500",6,0,0
"ENSG00000117505",1,0,0
"ENSG00000117505",2,0,0
"ENSG00000117507",1,0,0
"ENSG00000117507",2,0,0
"ENSG00000117507",3,0,0
"ENSG00000117507",4,0,0
"ENSG00000117507",5,0,0
"ENSG00000117507",6,0,0
"ENSG00000117507",7,0,0
"ENSG00000117507",8,0,0
"ENSG00000117507",9,0,0
"ENSG00000117507",10,0,0
"ENSG00000117507",11,0,0
"ENSG00000117507",12,0,0
"ENSG00000117507",13,0,0
"ENSG00000117507",14,0,0
"ENSG00000117507",15,0,0
"ENSG00000117525",1,0,0
"ENSG00000117525",2,0,0
"ENSG00000117525",3,0,0
"ENSG00000117525",4,0,0
"ENSG00000117525",5,0,0
"ENSG00000117525",6,0,0
"ENSG00000117525",7,0,0
"ENSG00000117525",8,0,0
"ENSG00000117533",1,0,0
"ENSG00000117533",2,0,0
"ENSG00000117543",1,0,0
"ENSG00000117543",2,0,0
"ENSG00000117543",3,0,0
"ENSG00000117543",4,0,0
"ENSG00000117543",5,0,0
"ENSG00000117543",6,0,0
"ENSG00000117543",7,0,0
"ENSG00000117543",8,0,0
"ENSG00000117543",9,0,0
"ENSG00000117543",10,0,0
"ENSG00000117592",1,0,0
"ENSG00000117592",2,0,0
"ENSG00000117592",3,0,0
"ENSG00000117592",4,0,0
"ENSG00000117592",5,0,0
"ENSG00000117594",1,1,0
"ENSG00000117594",2,0,0
"ENSG00000117594",3,0,0
"ENSG00000117595",1,2,21
"ENSG00000117595",2,3,9
"ENSG00000117595",3,2,2
"ENSG00000117595",4,6,1
"ENSG00000117595",5,0,5
"ENSG00000117595",6,1,3
"ENSG00000117595",7,1,0
"ENSG00000117595",8,0,1
"ENSG00000117598",1,0,0
"ENSG00000117598",2,0,0
"ENSG00000117598",3,0,0
"ENSG00000117598",4,0,0
"ENSG00000117598",5,0,0
"ENSG00000117601",1,5,5
"ENSG00000117601",2,0,9
"ENSG00000117601",3,1,3
"ENSG00000117601",4,4,2
"ENSG00000117601",5,1,1
"ENSG00000117601",6,1,6
"ENSG00000117601",7,0,3
"ENSG00000117602",1,0,0
"ENSG00000117602",2,0,0
"ENSG00000117614",1,0,0
"ENSG00000117614",2,0,0
"ENSG00000117620",1,4,4
"ENSG00000117620",2,0,0
"ENSG00000117632",1,0,0
"ENSG00000117632",2,0,0
"ENSG00000117632",3,0,0
"ENSG00000117640",1,0,0
"ENSG00000117640",2,0,0
"ENSG00000117640",3,0,0
"ENSG00000117640",4,0,0
"ENSG00000117640",5,0,0
"ENSG00000117640",6,0,0
"ENSG00000117640",7,0,0
"ENSG00000117643",1,0,0
"ENSG00000117643",2,0,0
"ENSG00000117643",3,0,0
"ENSG00000117643",4,0,0
"ENSG00000117643",5,0,0
"ENSG00000117643",6,0,0
"ENSG00000117643",7,0,0
"ENSG00000117643",8,0,0
"ENSG00000117643",9,0,0
"ENSG00000117643",10,0,0
"ENSG00000117682",1,2,2
"ENSG00000117682",2,0,0
"ENSG00000117682",3,0,0
"ENSG00000117682",4,0,0
"ENSG00000117707",1,0,0
"ENSG00000117707",2,0,0
"ENSG00000117707",3,0,0
"ENSG00000117707",4,0,0
"ENSG00000117751",1,0,0
"ENSG00000117751",2,0,0
"ENSG00000117751",3,0,0
"ENSG00000117751",4,0,0
"ENSG00000117758",1,0,0
"ENSG00000117758",2,0,0
"ENSG00000117758",3,0,0
"ENSG00000117758",4,0,0
"ENSG00000117791",1,0,0
"ENSG00000117791",2,0,0
"ENSG00000117791",3,0,0
"ENSG00000117791",4,0,0
"ENSG00000117791",5,0,0
"ENSG00000117791",6,0,0
"ENSG00000117791",7,0,0
"ENSG00000117791",8,0,0
"ENSG00000117862",1,0,0
"ENSG00000117862",2,0,0
"ENSG00000117862",3,0,0
"ENSG00000117862",4,0,0
"ENSG00000117868",1,0,0
"ENSG00000117868",2,0,0
"ENSG00000117868",3,0,0
"ENSG00000117868",4,0,0
"ENSG00000117868",5,0,0
"ENSG00000117868",6,0,0
"ENSG00000117868",7,0,0
"ENSG00000117868",8,0,0
"ENSG00000117868",9,0,0
"ENSG00000117868",10,0,0
"ENSG00000117906",1,0,0
"ENSG00000117906",2,0,0
"ENSG00000117906",3,0,0
"ENSG00000117906",4,0,0
"ENSG00000117906",5,0,0
"ENSG00000117971",1,0,0
"ENSG00000117971",2,0,0
"ENSG00000117971",3,0,0
"ENSG00000117984",1,6,0
"ENSG00000117984",2,7,2
"ENSG00000117984",3,10,1
"ENSG00000117984",4,5,0
"ENSG00000117984",5,7,0
"ENSG00000117984",6,5,1
"ENSG00000117984",7,4,0
"ENSG00000117984",8,4,0
"ENSG00000117984",9,3,3
"ENSG00000117984",10,4,0
"ENSG00000118094",1,0,0
"ENSG00000118094",2,0,0
"ENSG00000118094",3,0,0
"ENSG00000118094",4,0,0
"ENSG00000118094",5,0,0
"ENSG00000118094",6,0,0
"ENSG00000118094",7,0,0
"ENSG00000118113",1,1,1
"ENSG00000118113",2,0,0
"ENSG00000118113",3,0,0
"ENSG00000118113",4,0,0
"ENSG00000118113",5,0,0
"ENSG00000118113",6,0,0
"ENSG00000118137",1,11,1
"ENSG00000118137",2,7,1
"ENSG00000118137",3,2,0
"ENSG00000118137",4,0,0
"ENSG00000118181",1,0,0
"ENSG00000118181",2,0,0
"ENSG00000118194",1,25,50
"ENSG00000118194",2,9,1
"ENSG00000118231",1,1,7
"ENSG00000118231",2,4,1
"ENSG00000118231",3,1,0
"ENSG00000118231",4,4,0
"ENSG00000118231",5,2,2
"ENSG00000118246",1,10,2
"ENSG00000118246",2,7,0
"ENSG00000118271",1,17,49
"ENSG00000118271",2,10,0
"ENSG00000118276",1,0,0
"ENSG00000118276",2,0,0
"ENSG00000118298",1,0,0
"ENSG00000118298",2,0,0
"ENSG00000118298",3,0,0
"ENSG00000118298",4,0,0
"ENSG00000118298",5,0,0
"ENSG00000118307",1,0,0
"ENSG00000118307",2,0,0
"ENSG00000118307",3,0,0
"ENSG00000118307",4,0,0
"ENSG00000118307",5,0,0
"ENSG00000118307",6,0,0
"ENSG00000118307",7,0,0
"ENSG00000118307",8,0,0
"ENSG00000118363",1,0,0
"ENSG00000118363",2,0,0
"ENSG00000118402",1,1,2
"ENSG00000118402",2,0,1
"ENSG00000118402",3,0,5
"ENSG00000118402",4,0,0
"ENSG00000118402",5,1,1
"ENSG00000118402",6,0,0
"ENSG00000118402",7,2,1
"ENSG00000118402",8,0,1
"ENSG00000118402",9,0,0
"ENSG00000118418",1,0,0
"ENSG00000118418",2,0,0
"ENSG00000118418",3,0,0
"ENSG00000118418",4,0,0
"ENSG00000118418",5,0,0
"ENSG00000118418",6,0,0
"ENSG00000118418",7,0,0
"ENSG00000118418",8,0,0
"ENSG00000118418",9,0,0
"ENSG00000118420",1,0,0
"ENSG00000118420",2,0,0
"ENSG00000118420",3,0,0
"ENSG00000118420",4,0,0
"ENSG00000118420",5,0,0
"ENSG00000118420",6,0,0
"ENSG00000118420",7,0,0
"ENSG00000118432",1,0,0
"ENSG00000118432",2,0,0
"ENSG00000118432",3,0,0
"ENSG00000118432",4,0,0
"ENSG00000118508",1,0,0
"ENSG00000118508",2,0,0
"ENSG00000118508",3,0,0
"ENSG00000118513",1,0,0
"ENSG00000118513",2,0,0
"ENSG00000118513",3,0,0
"ENSG00000118513",4,0,0
"ENSG00000118513",5,0,0
"ENSG00000118514",1,0,0
"ENSG00000118514",2,0,0
"ENSG00000118514",3,0,0
"ENSG00000118514",4,0,0
"ENSG00000118514",5,0,0
"ENSG00000118514",6,0,0
"ENSG00000118514",7,0,0
"ENSG00000118514",8,0,0
"ENSG00000118514",9,0,0
"ENSG00000118520",1,2,4
"ENSG00000118520",2,1,2
"ENSG00000118520",3,5,0
"ENSG00000118520",4,2,3
"ENSG00000118520",5,4,0
"ENSG00000118520",6,3,1
"ENSG00000118523",1,0,0
"ENSG00000118523",2,0,0
"ENSG00000118523",3,0,0
"ENSG00000118523",4,0,0
"ENSG00000118523",5,0,0
"ENSG00000118523",6,0,0
"ENSG00000118523",7,0,0
"ENSG00000118523",8,0,0
"ENSG00000118526",1,0,0
"ENSG00000118526",2,0,0
"ENSG00000118526",3,0,0
"ENSG00000118526",4,0,0
"ENSG00000118526",5,0,0
"ENSG00000118680",1,0,0
"ENSG00000118680",2,0,0
"ENSG00000118680",3,0,0
"ENSG00000118680",4,0,0
"ENSG00000118705",1,1,0
"ENSG00000118705",2,1,0
"ENSG00000118705",3,1,0
"ENSG00000118705",4,0,0
"ENSG00000118705",5,0,0
"ENSG00000118705",6,0,0
"ENSG00000118705",7,0,0
"ENSG00000118705",8,0,0
"ENSG00000118705",9,0,0
"ENSG00000118729",1,22,10
"ENSG00000118729",2,5,7
"ENSG00000118729",3,2,1
"ENSG00000118729",4,1,2
"ENSG00000118816",1,0,0
"ENSG00000118816",2,0,0
"ENSG00000118816",3,0,0
"ENSG00000118894",1,0,0
"ENSG00000118894",2,0,0
"ENSG00000118894",3,0,0
"ENSG00000118894",4,0,0
"ENSG00000118894",5,0,0
"ENSG00000118894",6,0,0
"ENSG00000118894",7,0,0
"ENSG00000118939",1,0,0
"ENSG00000118939",2,0,0
"ENSG00000118939",3,0,0
"ENSG00000118939",4,0,0
"ENSG00000118939",5,0,0
"ENSG00000118939",6,0,0
"ENSG00000118939",7,0,0
"ENSG00000118961",1,0,0
"ENSG00000118961",2,0,0
"ENSG00000118961",3,0,0
"ENSG00000118971",1,0,0
"ENSG00000118971",2,3,0
"ENSG00000118971",3,1,1
"ENSG00000118971",4,0,0
"ENSG00000118971",5,0,0
"ENSG00000118971",6,0,0
"ENSG00000118971",7,4,0
"ENSG00000118971",8,0,0
"ENSG00000119004",1,0,0
"ENSG00000119004",2,0,0
"ENSG00000119004",3,0,0
"ENSG00000119004",4,0,0
"ENSG00000119004",5,0,0
"ENSG00000119004",6,0,0
"ENSG00000119004",7,0,0
"ENSG00000119004",8,0,0
"ENSG00000119004",9,0,0
"ENSG00000119004",10,0,0
"ENSG00000119004",11,0,0
"ENSG00000119004",12,0,0
"ENSG00000119004",13,0,0
"ENSG00000119004",14,0,0
"ENSG00000119004",15,0,0
"ENSG00000119004",16,0,0
"ENSG00000119013",1,0,0
"ENSG00000119013",2,2,0
"ENSG00000119013",3,0,0
"ENSG00000119013",4,1,1
"ENSG00000119013",5,0,0
"ENSG00000119048",1,0,0
"ENSG00000119048",2,0,0
"ENSG00000119048",3,0,0
"ENSG00000119048",4,0,0
"ENSG00000119048",5,0,0
"ENSG00000119125",1,0,0
"ENSG00000119125",2,0,0
"ENSG00000119125",3,0,0
"ENSG00000119125",4,0,0
"ENSG00000119125",5,0,0
"ENSG00000119125",6,0,0
"ENSG00000119125",7,0,0
"ENSG00000119125",8,0,0
"ENSG00000119125",9,0,0
"ENSG00000119125",10,0,0
"ENSG00000119125",11,0,0
"ENSG00000119125",12,0,0
"ENSG00000119125",13,0,0
"ENSG00000119125",14,0,0
"ENSG00000119125",15,0,0
"ENSG00000119125",16,0,0
"ENSG00000119125",17,0,0
"ENSG00000119185",1,0,0
"ENSG00000119185",2,0,0
"ENSG00000119185",3,0,0
"ENSG00000119185",4,0,0
"ENSG00000119185",5,0,0
"ENSG00000119314",1,0,0
"ENSG00000119314",2,0,0
"ENSG00000119314",3,0,0
"ENSG00000119314",4,0,0
"ENSG00000119318",1,0,0
"ENSG00000119318",2,0,0
"ENSG00000119318",3,0,0
"ENSG00000119318",4,0,0
"ENSG00000119318",5,0,0
"ENSG00000119318",6,0,0
"ENSG00000119328",1,0,0
"ENSG00000119328",2,0,0
"ENSG00000119328",3,0,0
"ENSG00000119328",4,0,0
"ENSG00000119328",5,0,0
"ENSG00000119328",6,0,0
"ENSG00000119335",1,0,0
"ENSG00000119335",2,0,0
"ENSG00000119335",3,0,0
