"ENSG","cluster_membership","cluster_size","n.mut","com_var_count","RVIS.domain"
"ENSG00000074800",9,29,13,0,0.124665211069139
"ENSG00000074935",1,85,69,4,1.05491842429467
"ENSG00000074935",2,77,43,7,-1.30873264060751
"ENSG00000074935",3,70,38,3,0.057025253752388
"ENSG00000074935",4,59,31,1,0.537302265972768
"ENSG00000074935",5,45,21,0,0.484818844181075
"ENSG00000074935",6,41,19,1,-0.00292558414818434
"ENSG00000074935",7,37,8,0,-0.100429771819342
"ENSG00000074935",8,32,21,6,-1.90150891201738
"ENSG00000074935",9,29,12,1,-0.31805759435696
"ENSG00000075073",1,83,57,6,-0.280726659039719
"ENSG00000075073",2,60,44,3,0.327137312831638
"ENSG00000075073",3,58,50,5,-0.198154439538273
"ENSG00000075073",4,53,32,5,-1.00850591914461
"ENSG00000075073",5,43,35,5,-0.873444403299349
"ENSG00000075073",6,42,27,1,0.357225421066847
"ENSG00000075073",7,24,13,2,-0.670743924908566
"ENSG00000075089",1,154,60,6,-0.145670014147758
"ENSG00000075089",2,54,23,0,0.574857995391797
"ENSG00000075089",3,44,15,3,-0.978416737712183
"ENSG00000075089",4,43,17,1,-0.0929631715196007
"ENSG00000075089",5,36,16,1,-0.137981987210817
"ENSG00000075089",6,34,15,0,0.214703309143222
"ENSG00000075089",7,31,6,0,-0.190467837967847
"ENSG00000075142",1,72,29,0,0.84497831654407
"ENSG00000075142",2,40,22,4,-1.06099176278904
"ENSG00000075142",3,33,51,4,0.244565937310129
"ENSG00000075142",4,33,11,0,0.0346272068365709
"ENSG00000075188",1,69,31,3,-0.25810512205716
"ENSG00000075188",2,50,16,0,0.259722414550911
"ENSG00000075188",3,48,30,2,0.0945778741853018
"ENSG00000075188",4,45,29,0,0.84497831654407
"ENSG00000075188",5,45,16,2,-0.535685672189019
"ENSG00000075188",6,43,15,2,-0.580704977656344
"ENSG00000075223",1,115,57,9,-1.47391057230241
"ENSG00000075223",2,107,49,3,0.552232310703491
"ENSG00000075223",3,107,51,2,1.03998699950171
"ENSG00000075223",4,78,52,3,0.68729048872492
"ENSG00000075223",5,71,39,2,0.499747677568885
"ENSG00000075223",6,66,38,2,0.454728547303854
"ENSG00000075223",7,61,30,5,-1.0985478645688
"ENSG00000075223",8,61,41,2,0.589786228709244
"ENSG00000075223",9,54,33,2,0.229634010142787
"ENSG00000075223",10,49,25,1,0.267187435853049
"ENSG00000075234",1,308,212,30,-2.84950384551094
"ENSG00000075234",2,70,49,4,0.154528596259511
"ENSG00000075234",3,47,30,2,0.0945778741853018
"ENSG00000075234",4,44,52,5,-0.108117035737265
"ENSG00000075239",1,84,49,5,-0.243173193137235
"ENSG00000075239",2,80,29,1,0.447263675180916
"ENSG00000075239",3,77,38,3,0.057025253752388
"ENSG00000075239",4,64,32,0,0.980040509514671
"ENSG00000075239",5,56,25,1,0.267187435853049
"ENSG00000075239",6,36,14,2,-0.625724392405357
"ENSG00000075239",7,30,16,2,-0.535685672189019
"ENSG00000075240",1,342,166,11,2.63818771150064
"ENSG00000075240",2,236,162,8,3.65163101084431
"ENSG00000075290",1,108,71,5,0.747243818808022
"ENSG00000075290",2,80,31,1,0.537302265972768
"ENSG00000075290",3,48,24,1,0.222168522903563
"ENSG00000075290",4,40,15,2,-0.580704977656344
"ENSG00000075290",5,38,12,1,-0.31805759435696
"ENSG00000075290",6,37,11,1,-0.363076624598686
"ENSG00000075415",1,62,20,2,-0.355609373689877
"ENSG00000075415",2,55,22,0,0.529838369931269
"ENSG00000075415",3,55,17,1,-0.0929631715196007
"ENSG00000075415",4,46,20,1,0.042093204475762
"ENSG00000075415",5,41,19,1,-0.00292558414818434
"ENSG00000075415",6,40,18,0,0.349760780468049
"ENSG00000075415",7,38,14,0,0.169684244139982
"ENSG00000075415",8,25,17,1,-0.0929631715196007
"ENSG00000075426",1,96,47,2,0.859904817033535
"ENSG00000075426",2,65,52,5,-0.108117035737265
"ENSG00000075426",3,62,39,1,0.897461351517959
"ENSG00000075426",4,60,31,1,0.537302265972768
"ENSG00000075426",5,43,12,0,0.0796462014586693
"ENSG00000075429",1,167,114,8,1.49000505665323
"ENSG00000075429",2,75,55,7,-0.768477193696574
"ENSG00000075429",3,54,46,3,0.417175067989267
"ENSG00000075624",1,164,61,7,-0.498358195030165
"ENSG00000075624",2,143,75,10,-1.06124640903066
"ENSG00000075624",3,68,35,2,0.319671636062692
"ENSG00000075711",1,208,92,5,1.69270409456816
"ENSG00000075711",2,202,75,10,-1.06124640903066
"ENSG00000075711",3,116,54,6,-0.41578377939152
"ENSG00000075711",4,111,57,3,0.912390151876797
"ENSG00000075711",5,99,49,0,1.74543101473514
"ENSG00000075711",6,98,47,2,0.859904817033535
"ENSG00000075711",7,92,44,3,0.327137312831638
"ENSG00000075785",1,165,39,4,-0.295657719690631
"ENSG00000075785",2,42,30,1,0.492282924255978
"ENSG00000075856",1,286,153,10,2.45055787124612
"ENSG00000075856",2,241,175,12,2.64568773141636
"ENSG00000075856",3,190,85,4,1.77528421131357
"ENSG00000075856",4,153,98,5,1.96285797550704
"ENSG00000075856",5,93,98,5,1.96285797550704
"ENSG00000075884",1,146,98,4,2.36064280241216
"ENSG00000075884",2,102,64,6,0.0344051681285922
"ENSG00000075884",3,93,55,4,0.424641239468113
"ENSG00000075884",4,72,44,4,-0.0705643957270364
"ENSG00000075884",5,62,35,0,1.11510436246142
"ENSG00000075914",1,73,56,4,0.469660243605895
"ENSG00000075914",2,46,21,2,-0.310590487546695
"ENSG00000075914",3,36,18,1,-0.0479443733226822
"ENSG00000075914",4,36,24,0,0.61987772903524
"ENSG00000075914",5,33,20,2,-0.355609373689877
"ENSG00000075914",6,32,8,0,-0.100429771819342
"ENSG00000075945",1,666,271,16,5.37926537805804
"ENSG00000075945",2,126,56,3,0.867369909728022
"ENSG00000075975",1,114,60,2,1.44518418606008
"ENSG00000075975",2,80,32,0,0.980040509514671
"ENSG00000075975",3,57,39,4,-0.295657719690631
"ENSG00000075975",4,51,36,0,1.16012605520617
"ENSG00000075975",5,43,40,5,-0.648345051438616
"ENSG00000075975",6,39,20,1,0.042093204475762
"ENSG00000075975",7,32,25,1,0.267187435853049
"ENSG00000076003",1,176,76,7,0.176928533453995
"ENSG00000076003",2,174,96,6,1.47505590292634
"ENSG00000076003",3,127,53,1,1.5277683715645
"ENSG00000076003",4,122,64,6,0.0344051681285922
"ENSG00000076003",5,114,53,5,-0.0630983685915421
"ENSG00000076003",6,108,70,3,1.49767200955029
"ENSG00000076043",1,148,61,4,0.694756759493337
"ENSG00000076043",2,47,14,2,-0.625724392405357
"ENSG00000076043",3,42,18,4,-1.24107720538723
"ENSG00000076242",1,136,80,6,0.754712355241574
"ENSG00000076242",2,117,59,3,1.00243115976461
"ENSG00000076242",3,117,66,3,1.3175810748221
"ENSG00000076242",4,107,56,8,-1.12118424609904
"ENSG00000076242",5,103,67,6,0.169461593167032
"ENSG00000076242",6,75,33,4,-0.565771637703186
"ENSG00000076242",7,59,45,2,0.769864730659903
"ENSG00000076242",8,42,24,3,-0.57323787787031
"ENSG00000076248",1,59,29,2,0.0495592090913532
"ENSG00000076248",2,52,40,1,0.942481908280896
"ENSG00000076248",3,47,32,2,0.184615266239187
"ENSG00000076248",4,39,39,1,0.897461351517959
"ENSG00000076248",5,38,21,4,-1.10601280274065
"ENSG00000076248",6,28,32,4,-0.610790947265598
"ENSG00000076248",7,26,18,0,0.349760780468049
"ENSG00000076248",8,24,21,3,-0.708296221916274
"ENSG00000076344",1,238,214,33,-3.95422957488706
"ENSG00000076344",2,229,129,14,-0.221014199297383
"ENSG00000076513",1,146,72,5,0.792263709050319
"ENSG00000076513",2,134,75,6,0.529614084386939
"ENSG00000076513",3,121,69,5,0.657204451723219
"ENSG00000076513",4,109,45,2,0.769864730659903
"ENSG00000076513",5,80,28,2,0.00454055332365796
"ENSG00000076604",1,55,21,0,0.484818844181075
"ENSG00000076604",2,54,23,3,-0.618257206712901
"ENSG00000076604",3,46,27,1,0.357225421066847
"ENSG00000076604",4,46,18,2,-0.445647355209909
"ENSG00000076604",5,43,25,1,0.267187435853049
"ENSG00000076604",6,37,10,0,-0.0103917812691428
"ENSG00000076604",7,34,22,0,0.529838369931269
"ENSG00000076604",8,30,12,2,-0.715763583638591
"ENSG00000076604",9,28,11,0,0.0346272068365709
"ENSG00000076604",10,27,6,1,-0.588172970144474
"ENSG00000076662",1,434,296,29,1.33226503280072
"ENSG00000076662",2,62,41,4,-0.205620282493662
"ENSG00000076662",3,51,47,3,0.462194059091502
"ENSG00000076944",1,81,57,6,-0.280726659039719
"ENSG00000076944",2,77,64,7,-0.363300076187246
"ENSG00000076944",3,62,41,4,-0.205620282493662
"ENSG00000076944",4,60,43,5,-0.5132869722415
"ENSG00000076944",5,55,40,2,0.544766901879905
"ENSG00000076944",6,50,30,5,-1.0985478645688
"ENSG00000076944",7,50,33,4,-0.565771637703186
"ENSG00000076944",8,48,61,6,-0.10065119863894
"ENSG00000076944",9,40,15,2,-0.580704977656344
"ENSG00000076944",10,30,18,2,-0.445647355209909
"ENSG00000076944",11,28,24,1,0.222168522903563
"ENSG00000076944",12,23,8,1,-0.498134159169706
"ENSG00000077009",1,198,143,12,1.20475721758401
"ENSG00000077009",2,37,50,3,0.597251588157769
"ENSG00000077080",1,110,40,0,1.34021509431986
"ENSG00000077080",2,107,46,5,-0.378229762390747
"ENSG00000077080",3,63,35,2,0.319671636062692
"ENSG00000077080",4,43,11,0,0.0346272068365709
"ENSG00000077080",5,39,18,2,-0.445647355209909
"ENSG00000077080",6,33,18,2,-0.445647355209909
"ENSG00000077080",7,31,15,0,0.214703309143222
"ENSG00000077092",1,240,91,6,1.24994254116216
"ENSG00000077092",2,131,49,1,1.34767591771848
"ENSG00000077092",3,84,84,5,1.33251644495831
"ENSG00000077152",1,45,24,2,-0.1755341459205
"ENSG00000077152",2,39,18,0,0.349760780468049
"ENSG00000077152",3,37,22,1,0.132130813959482
"ENSG00000077152",4,34,9,0,-0.0554107713304529
"ENSG00000077152",5,23,8,0,-0.100429771819342
"ENSG00000077312",1,95,55,3,0.822349830811533
"ENSG00000077312",2,67,22,3,-0.663276651904035
"ENSG00000077312",3,35,31,1,0.537302265972768
"ENSG00000077312",4,35,22,0,0.529838369931269
"ENSG00000077312",5,25,24,0,0.61987772903524
"ENSG00000077312",6,25,24,1,0.222168522903563
"ENSG00000077348",1,57,47,2,0.859904817033535
"ENSG00000077348",2,44,38,6,-1.13610589516154
"ENSG00000077348",3,41,25,6,-1.721406321636
"ENSG00000077348",4,38,33,2,0.229634010142787
"ENSG00000077348",5,29,25,3,-0.52821865690381
"ENSG00000077348",6,26,19,1,-0.00292558414818434
"ENSG00000077380",1,140,36,5,-0.828424238067554
"ENSG00000077380",2,107,39,2,0.499747677568885
"ENSG00000077380",3,92,25,0,0.66489757933428
"ENSG00000077380",4,85,19,2,-0.400628326753591
"ENSG00000077380",5,81,29,1,0.447263675180916
"ENSG00000077380",6,73,27,3,-0.438180504709771
"ENSG00000077380",7,60,21,1,0.0871120010210255
"ENSG00000077458",1,94,57,3,0.912390151876797
"ENSG00000077458",2,93,32,1,0.582321708803675
"ENSG00000077458",3,68,27,1,0.357225421066847
"ENSG00000077458",4,32,23,0,0.574857995391797
"ENSG00000077458",5,32,13,2,-0.670743924908566
"ENSG00000077463",1,60,23,2,-0.220552882133939
"ENSG00000077463",2,54,37,2,0.409709502612573
"ENSG00000077463",3,42,22,4,-1.06099176278904
"ENSG00000077463",4,42,19,3,-0.79833577029491
"ENSG00000077463",5,34,27,2,-0.0404781015895776
"ENSG00000077463",6,32,48,3,0.507213137172171
"ENSG00000077463",7,32,21,0,0.484818844181075
"ENSG00000077463",8,30,7,3,-1.33858805326719
"ENSG00000077463",9,29,19,4,-1.19605551556538
"ENSG00000077498",1,104,100,5,2.05291213444563
"ENSG00000077498",2,103,75,5,0.927324308252706
"ENSG00000077498",3,101,79,5,1.10740758997113
"ENSG00000077498",4,83,63,4,0.784796221760115
"ENSG00000077498",5,63,50,2,0.994966181485937
"ENSG00000077498",6,47,40,2,0.544766901879905
"ENSG00000077498",7,28,24,1,0.222168522903563
"ENSG00000077549",1,174,52,6,-0.505822236731678
"ENSG00000077549",2,127,43,4,-0.115583000074486
"ENSG00000077616",1,103,60,4,0.649737228714797
"ENSG00000077616",2,77,55,3,0.822349830811533
"ENSG00000077616",3,63,43,6,-0.911000985240616
"ENSG00000077616",4,51,30,2,0.0945778741853018
"ENSG00000077616",5,51,19,5,-1.59379516447731
"ENSG00000077616",6,44,28,3,-0.393161556537803
"ENSG00000077616",7,40,33,3,-0.168067756046591
"ENSG00000077616",8,39,23,3,-0.618257206712901
"ENSG00000077616",9,38,26,1,0.312206399083466
"ENSG00000077616",10,38,18,1,-0.0479443733226822
"ENSG00000077616",11,36,19,1,-0.00292558414818434
"ENSG00000077616",12,33,11,0,0.0346272068365709
"ENSG00000077616",13,32,12,2,-0.715763583638591
"ENSG00000077616",14,27,13,2,-0.670743924908566
"ENSG00000077616",15,23,6,1,-0.588172970144474
"ENSG00000077616",16,23,18,0,0.349760780468049
"ENSG00000077616",17,22,13,0,0.124665211069139
"ENSG00000077800",1,49,38,8,-1.9316203997158
"ENSG00000077800",2,45,26,3,-0.483199535341049
"ENSG00000077800",3,31,21,1,0.0871120010210255
"ENSG00000077800",4,31,14,0,0.169684244139982
"ENSG00000077800",5,31,7,2,-0.940864067241363
"ENSG00000077800",6,30,8,0,-0.100429771819342
"ENSG00000077800",7,28,15,2,-0.580704977656344
"ENSG00000077800",8,27,0,0,-0.460583167768167
"ENSG00000077800",9,22,0,0,-0.460583167768167
"ENSG00000077942",1,201,83,11,-1.0988133949734
"ENSG00000077942",2,193,141,15,-0.0784819006284306
"ENSG00000077942",3,164,89,4,1.95538766756845
"ENSG00000077942",4,163,122,9,1.45245894810883
"ENSG00000078124",1,84,28,4,-0.790869419675401
"ENSG00000078124",2,39,15,2,-0.580704977656344
"ENSG00000078124",3,28,6,0,-0.190467837967847
"ENSG00000078124",4,28,7,1,-0.543153513549443
"ENSG00000078124",5,26,9,1,-0.453114898532862
"ENSG00000078140",1,157,23,2,-0.220552882133939
"ENSG00000078140",2,43,4,0,-0.280506047490858
"ENSG00000078237",1,57,22,3,-0.663276651904035
"ENSG00000078237",2,53,22,1,0.132130813959482
"ENSG00000078237",3,50,20,2,-0.355609373689877
"ENSG00000078237",4,34,9,1,-0.453114898532862
"ENSG00000078237",5,29,10,0,-0.0103917812691428
"ENSG00000078237",6,28,10,0,-0.0103917812691428
"ENSG00000078304",1,413,117,6,2.42062015653466
"ENSG00000078304",2,82,63,3,1.18251550716467
"ENSG00000078304",3,60,8,2,-0.895843650283544
"ENSG00000078369",1,236,70,6,0.304518305217516
"ENSG00000078369",2,81,39,6,-1.09108451944339
"ENSG00000078369",3,23,9,0,-0.0554107713304529
"ENSG00000078399",1,200,156,15,0.596865788564746
"ENSG00000078399",2,72,42,5,-0.558306224083385
"ENSG00000078668",1,59,17,2,-0.490666467530978
"ENSG00000078668",2,49,28,3,-0.393161556537803
"ENSG00000078668",3,43,19,1,-0.00292558414818434
"ENSG00000078668",4,42,13,1,-0.273038623969326
"ENSG00000078668",5,38,14,0,0.169684244139982
"ENSG00000078668",6,27,12,0,0.0796462014586693
"ENSG00000078668",7,26,10,0,-0.0103917812691428
"ENSG00000078795",1,517,230,19,2.33798612300693
"ENSG00000078795",2,107,49,5,-0.243173193137235
"ENSG00000078808",1,115,104,7,1.43750590665108
"ENSG00000078808",2,94,68,4,1.00989761030564
"ENSG00000078808",3,86,71,7,-0.0481664630974675
"ENSG00000078808",4,67,53,7,-0.858517926521129
"ENSG00000078898",1,93,66,5,0.522146307504944
"ENSG00000078898",2,64,48,9,-1.87913990326187
"ENSG00000078898",3,56,42,7,-1.35375532689946
"ENSG00000078898",4,54,35,1,0.717380728706462
"ENSG00000078898",5,54,40,2,0.544766901879905
"ENSG00000078898",6,52,46,5,-0.378229762390747
"ENSG00000078898",7,46,31,3,-0.25810512205716
"ENSG00000078898",8,39,20,4,-1.15103405084134
"ENSG00000078902",1,90,56,9,-1.51893483083019
"ENSG00000078902",2,66,46,7,-1.17366602570471
"ENSG00000078902",3,58,40,4,-0.250638977508998
"ENSG00000078902",4,35,18,2,-0.445647355209909
"ENSG00000078902",5,25,11,1,-0.363076624598686
"ENSG00000078967",1,27,18,2,-0.445647355209909
"ENSG00000078967",2,27,17,0,0.304741568835141
"ENSG00000078967",3,24,7,0,-0.145448791207803
"ENSG00000078967",4,23,12,0,0.0796462014586693
"ENSG00000079112",1,101,52,4,0.289584672634668
"ENSG00000079112",2,85,54,5,-0.0180797133199269
"ENSG00000079112",3,78,43,3,0.282118531832187
"ENSG00000079112",4,62,54,4,0.379622315241685
"ENSG00000079112",5,57,44,1,1.12256599377908
"ENSG00000079112",6,54,30,2,0.0945778741853018
"ENSG00000079112",7,53,46,5,-0.378229762390747
"ENSG00000079112",8,53,19,3,-0.79833577029491
"ENSG00000079112",9,49,51,5,-0.1531357232289
"ENSG00000079112",10,44,19,3,-0.79833577029491
"ENSG00000079112",11,44,23,3,-0.618257206712901
"ENSG00000079112",12,43,32,4,-0.610790947265598
"ENSG00000079112",13,40,19,1,-0.00292558414818434
"ENSG00000079112",14,37,23,2,-0.220552882133939
"ENSG00000079112",15,32,19,0,0.394780057921827
"ENSG00000079150",1,174,109,7,1.66262596959954
"ENSG00000079150",2,48,27,2,-0.0404781015895776
"ENSG00000079215",1,136,50,6,-0.595861074830832
"ENSG00000079215",2,57,31,4,-0.655810371771425
"ENSG00000079215",3,50,27,2,-0.0404781015895776
"ENSG00000079215",4,50,16,0,0.259722414550911
"ENSG00000079215",5,40,26,3,-0.483199535341049
"ENSG00000079215",6,38,19,2,-0.400628326753591
"ENSG00000079215",7,35,18,1,-0.0479443733226822
"ENSG00000079215",8,35,12,0,0.0796462014586693
"ENSG00000079215",9,33,12,1,-0.31805759435696
"ENSG00000079215",10,27,6,0,-0.190467837967847
"ENSG00000079215",11,24,18,2,-0.445647355209909
"ENSG00000079332",1,172,55,1,1.61781628985235
"ENSG00000079332",2,26,8,2,-0.895843650283544
"ENSG00000079337",1,336,245,19,3.01360997694019
"ENSG00000079337",2,205,119,13,-0.273499271304578
"ENSG00000079337",3,198,117,12,0.0341849463542286
"ENSG00000079337",4,184,116,9,1.18231964057232
"ENSG00000079385",1,60,37,2,0.409709502612573
"ENSG00000079385",2,46,19,1,-0.00292558414818434
"ENSG00000079385",3,42,13,1,-0.273038623969326
"ENSG00000079385",4,38,19,3,-0.79833577029491
"ENSG00000079385",5,37,20,0,0.439799409668728
"ENSG00000079385",6,36,20,2,-0.355609373689877
"ENSG00000079385",7,36,22,0,0.529838369931269
"ENSG00000079385",8,34,25,4,-0.925929807089039
"ENSG00000079385",9,33,16,1,-0.137981987210817
"ENSG00000079385",10,33,19,0,0.394780057921827
"ENSG00000079385",11,26,24,3,-0.57323787787031
"ENSG00000079385",12,25,5,0,-0.235486920571508
"ENSG00000079385",13,24,14,0,0.169684244139982
"ENSG00000079385",14,23,8,2,-0.895843650283544
"ENSG00000079393",1,67,5,5,-2.2241638893817
"ENSG00000079393",2,51,1,1,-0.813272082890258
"ENSG00000079393",3,50,33,7,-1.75897198611449
"ENSG00000079393",4,49,30,4,-0.700829919693207
"ENSG00000079393",5,32,22,5,-1.45872459401763
"ENSG00000079393",6,27,45,2,0.769864730659903
"ENSG00000079393",7,22,9,3,-1.24854388230613
"ENSG00000079459",1,71,60,6,-0.145670014147758
"ENSG00000079459",2,66,78,9,-0.528452174010607
"ENSG00000079459",3,57,83,2,2.48080276122155
"ENSG00000079459",4,54,79,5,1.10740758997113
"ENSG00000079459",5,50,48,3,0.507213137172171
"ENSG00000079459",6,41,55,3,0.822349830811533
"ENSG00000079459",7,39,55,3,0.822349830811533
"ENSG00000079459",8,39,45,4,-0.0255458046586433
"ENSG00000079462",1,81,37,3,0.0120066642171973
"ENSG00000079462",2,80,58,4,0.559698525504191
"ENSG00000079462",3,36,14,0,0.169684244139982
"ENSG00000079462",4,34,22,0,0.529838369931269
"ENSG00000079616",1,120,61,4,0.694756759493337
"ENSG00000079616",2,116,92,6,1.29496470912742
"ENSG00000079616",3,113,80,5,1.15242891024627
"ENSG00000079616",4,107,66,7,-0.273261686256678
"ENSG00000079616",5,85,27,0,0.754937663790438
"ENSG00000079616",6,75,88,5,1.51260799224883
"ENSG00000079616",7,49,37,0,1.20514796628955
"ENSG00000079689",1,92,61,5,0.297051252737691
"ENSG00000079689",2,61,21,2,-0.310590487546695
"ENSG00000079689",3,49,37,5,-0.783404228738583
"ENSG00000079689",4,40,21,1,0.0871120010210255
"ENSG00000079689",5,34,24,2,-0.1755341459205
"ENSG00000079739",1,204,112,10,0.604514592651076
"ENSG00000079739",2,98,52,4,0.289584672634668
"ENSG00000079739",3,87,60,5,0.25203244337421
"ENSG00000079739",4,59,34,1,0.672360931697879
"ENSG00000079739",5,57,37,4,-0.385695379440438
"ENSG00000079739",6,39,43,4,-0.115583000074486
"ENSG00000079739",7,36,22,0,0.529838369931269
"ENSG00000079931",1,146,93,6,1.33998712081107
"ENSG00000079931",2,96,37,2,0.409709502612573
"ENSG00000079931",3,94,83,8,0.0943572352031921
"ENSG00000079931",4,85,66,6,0.124442764226548
"ENSG00000079931",5,81,45,1,1.16758752213507
"ENSG00000079931",6,72,40,2,0.544766901879905
"ENSG00000079931",7,39,21,1,0.0871120010210255
"ENSG00000079950",1,91,37,1,0.807420736210683
"ENSG00000079950",2,83,49,4,0.154528596259511
"ENSG00000079950",3,49,24,1,0.222168522903563
"ENSG00000079950",4,38,25,2,-0.130515442739849
"ENSG00000080166",1,459,330,19,6.84540138151062
"ENSG00000080166",2,59,49,2,0.949945550718389
"ENSG00000080166",3,34,14,1,-0.228019704963745
"ENSG00000080189",1,353,211,14,3.47145603774086
"ENSG00000080189",2,41,54,6,-0.41578377939152
"ENSG00000080293",1,81,54,6,-0.41578377939152
"ENSG00000080293",2,75,57,3,0.912390151876797
"ENSG00000080293",3,74,40,4,-0.250638977508998
"ENSG00000080293",4,63,25,4,-0.925929807089039
"ENSG00000080293",5,45,28,5,-1.18859063697155
"ENSG00000080293",6,40,40,4,-0.250638977508998
"ENSG00000080293",7,36,27,2,-0.0404781015895776
"ENSG00000080293",8,26,11,0,0.0346272068365709
"ENSG00000080371",1,186,66,5,0.522146307504944
"ENSG00000080371",2,39,28,4,-0.790869419675401
"ENSG00000080511",1,306,246,26,0.273866948517429
"ENSG00000080511",2,25,26,1,0.312206399083466
"ENSG00000080618",1,69,44,3,0.327137312831638
"ENSG00000080618",2,57,21,3,-0.708296221916274
"ENSG00000080618",3,48,27,1,0.357225421066847
"ENSG00000080618",4,39,26,3,-0.483199535341049
"ENSG00000080618",5,38,19,4,-1.19605551556538
"ENSG00000080618",6,37,14,2,-0.625724392405357
"ENSG00000080618",7,31,13,0,0.124665211069139
"ENSG00000080618",8,30,22,2,-0.265571659852034
"ENSG00000080618",9,28,13,3,-1.06845829232384
"ENSG00000080618",10,27,7,2,-0.940864067241363
"ENSG00000080644",1,204,146,13,0.94209628021901
"ENSG00000080644",2,196,126,10,1.23481996517694
"ENSG00000080644",3,105,69,6,0.259499355190559
"ENSG00000080815",1,102,39,1,0.897461351517959
"ENSG00000080815",2,82,31,0,0.935019605381115
"ENSG00000080815",3,76,57,4,0.514679336127178
"ENSG00000080815",4,59,41,3,0.192081120632321
"ENSG00000080815",5,58,18,2,-0.445647355209909
"ENSG00000080815",6,53,15,0,0.214703309143222
"ENSG00000080815",7,37,9,0,-0.0554107713304529
"ENSG00000080819",1,119,33,9,-2.5545888438256
"ENSG00000080819",2,119,67,6,0.169461593167032
"ENSG00000080819",3,87,37,3,0.0120066642171973
"ENSG00000080819",4,82,40,3,0.147062473488174
"ENSG00000080819",5,47,25,2,-0.130515442739849
"ENSG00000080822",1,221,127,9,1.67758247789303
"ENSG00000080822",2,31,22,2,-0.265571659852034
"ENSG00000080822",3,24,3,0,-0.325525227198008
"ENSG00000080910",1,27,19,2,-0.400628326753591
"ENSG00000080910",2,26,28,1,0.40224451027528
"ENSG00000080910",3,24,21,1,0.0871120010210255
"ENSG00000080910",4,21,17,3,-0.888375919631796
"ENSG00000080910",5,21,2,0,-0.370544468165119
"ENSG00000080986",1,277,103,5,2.18799629225043
"ENSG00000080986",2,162,76,4,1.37007015567078
"ENSG00000080986",3,91,37,2,0.409709502612573
"ENSG00000080986",4,64,22,1,0.132130813959482
"ENSG00000080986",5,48,29,2,0.0495592090913532
"ENSG00000081041",1,26,14,0,0.169684244139982
"ENSG00000081041",2,25,28,2,0.00454055332365796
"ENSG00000081177",1,147,82,7,0.447043721268308
"ENSG00000081177",2,138,57,3,0.912390151876797
"ENSG00000081177",3,109,68,4,1.00989761030564
"ENSG00000081177",4,85,29,2,0.0495592090913532
"ENSG00000081177",5,79,52,2,1.08500801323954
"ENSG00000081177",6,63,26,3,-0.483199535341049
"ENSG00000081181",1,61,56,3,0.867369909728022
"ENSG00000081181",2,53,25,2,-0.130515442739849
"ENSG00000081181",3,48,26,1,0.312206399083466
"ENSG00000081181",4,44,25,2,-0.130515442739849
"ENSG00000081181",5,43,6,0,-0.190467837967847
"ENSG00000081181",6,36,18,2,-0.445647355209909
"ENSG00000081181",7,26,8,1,-0.498134159169706
"ENSG00000081181",8,23,16,4,-1.33112129422327
"ENSG00000081307",1,371,152,4,4.79314613006327
"ENSG00000081307",2,33,6,1,-0.588172970144474
"ENSG00000081377",1,117,48,4,0.109509973589766
"ENSG00000081377",2,111,44,2,0.724844909031953
"ENSG00000081377",3,73,29,1,0.447263675180916
"ENSG00000081377",4,64,33,2,0.229634010142787
"ENSG00000081377",5,51,30,0,0.889998877215455
"ENSG00000081377",6,33,19,4,-1.19605551556538
"ENSG00000081377",7,32,19,1,-0.00292558414818434
"ENSG00000081692",1,110,94,9,0.191863463106148
"ENSG00000081692",2,96,58,8,-1.03114090887255
"ENSG00000081692",3,93,123,11,0.702030061854271
"ENSG00000081692",4,67,52,2,1.08500801323954
"ENSG00000081692",5,53,44,6,-0.865980551488179
"ENSG00000081692",6,44,33,4,-0.565771637703186
"ENSG00000081721",1,110,64,8,-0.761015283518862
"ENSG00000081721",2,106,50,3,0.597251588157769
"ENSG00000081721",3,76,33,1,0.627341261221183
"ENSG00000081721",4,48,19,3,-0.79833577029491
"ENSG00000081760",1,128,105,10,0.28937172170386
"ENSG00000081760",2,83,75,7,0.131909501440389
"ENSG00000081760",3,82,49,3,0.552232310703491
"ENSG00000081760",4,65,13,2,-0.670743924908566
"ENSG00000081760",5,62,44,5,-0.468267816993594
"ENSG00000081760",6,54,29,2,0.0495592090913532
"ENSG00000081760",7,41,41,5,-0.603325580991606
"ENSG00000081760",8,40,31,1,0.537302265972768
"ENSG00000081760",9,38,25,4,-0.925929807089039
"ENSG00000081760",10,34,22,1,0.132130813959482
"ENSG00000081760",11,28,16,1,-0.137981987210817
"ENSG00000082126",1,247,114,10,0.694556309748841
"ENSG00000082126",2,233,136,12,0.889594264335862
"ENSG00000082126",3,157,67,6,0.169461593167032
"ENSG00000082153",1,207,50,3,0.597251588157769
"ENSG00000082153",2,90,21,2,-0.310590487546695
"ENSG00000082153",3,65,13,6,-2.2617318154575
"ENSG00000082153",4,54,22,1,0.132130813959482
"ENSG00000082153",5,35,8,0,-0.100429771819342
"ENSG00000082512",1,182,118,10,0.874641380325526
"ENSG00000082512",2,158,71,5,0.747243818808022
"ENSG00000082512",3,132,63,4,0.784796221760115
"ENSG00000082512",4,85,44,3,0.327137312831638
"ENSG00000082556",1,92,61,3,1.09247292226347
"ENSG00000082556",2,60,30,2,0.0945778741853018
